ID,set,question,answer,score
278,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should be used because it is a test of the Alternative Way whether the advertising position will affect sales or not. เป็นแค่สองทางเลือกไม่AหรือB ซึ่งเป็นลักษณะสำคัญของ ab testing,1.0
279,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be a session level to measure the interaction of users in each time. That is useful in understanding how the advertising position changes affects the actions of users in each session.
The length of Attribution Period is a track user time, which may be in the range of 1-4 weeks to achieve long-term follow-up. To measure the impact of advertising changes for long -term user behavior",0.0
280,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because this a/b testing has a binary result. In addition, the use of binomial Distribution also makes it easy to test the hypothesis.",5.0
281,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should use A/B Testing to be able to clearly change the advertisement position with the old model at the same time and reduce the risk of changing to the new system.,2.0
282,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Do not agree because the opportunity for each person who comes in is highly variable and we want to measure whether the click rate is higher or not, so should use Bernoulli Distribution better.",1.0
283,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Because the use of A/B Testing by allowing A Test to position the advertisement in the same place and B Test is a change in the position of the advertisement. That will help to compare that both types of tests through the same randomness Which type can increase the number of clicks for users?,1.0
284,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: The day is not too short and not too long. Normally, online video platforms tend to summarize the number of visitors, various tops on a daily basis. If used for hours, there will be variables about the time period in everyday life. Make it uncertain

Attribution Period: 7 days because normally in online platforms Users often decide to click on advertisements in a short time, so it doesn't take a long trial time. And is to prevent the results from being distorted by other factors as well",0.0
285,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Because the movement of ADS may help increase sales or not. Must be tested with A/B Testing, divided into Control Group and Test Group to see the differences in sales in both groups.",0.5
286,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: Should be an individual experiment. To evaluate the impact of changes in each user's behavior

Attribution Period: It should be 1-2 weeks because it is the right time to collect data and analyze the impact of the user's use.",0.0
287,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Should use A/B Testing in order to reduce the results of the randomness that occur during the experiment because the randomness will occur both on A and B, causing this Randomness Constant. Both of the results from the experiments are caused by the differences of A and B only.",3.0
288,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","I Suggest Hamtaro Should Impliment 50/50 Split.
50/50 Split
Pros:
1. Equal Exposure: A 50/50 Split Ensures that Both Versions (Old and New Ad Positions) Receive an Equal Amount of Exposure. This Can Be Advantageous for a Balanced Comparison and Helps Minimize Biases Introduced by UNEVEN EXPOSURE.
2. Faster Learning: an 50/50 Split Allows for Faster Learning about the Performance of the New Ad Positions. The Majority of Users Experience The New Positions, Providing a Quicker Assessment of Their Effativity.
Cons:
1. Potential User Impact: IF The New Ad Positions Have a Negative Impact on User Experience, Exposing 50% of Users to Them May Lead to Dissatisfaction and a High Risk of Negative Conseques.

80/20 Split
Pros:
1. Limited User Impact: IF THE NEW AD POTIONS Have a Negative Impact, Limiting Exposure to 20% of the users Minimizes The Potential Negative Conseques Compared to A 50/50 Split.
Cons:
1. Slower Learning: If The New Ad Positions Are Significlantly Better, A 50/50 Split Might Result in Slower Learning and Delayed ImpLementation of Improvements.
2. Risk of Biased Results: an 80/20 Split May Introduce Bias If The 20% of the users exposted to the new Ad Positions are not Representative of the Entirere User Base. This Could Lead Lead to Skewed Results and Inaccurate Conclusions.
3. Missed Opportunities: IF The New Ad Positions Are Indeed Better, An 80/20 Split May Result in Missed Opportunities for Incoresd Revenue or Engagement for the 80% of users Not Exposed to the Improvement.",5.0
289,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","For Granularity, it should be the number of ADS shows to the user to make the test have sufficient resolution. Attribution Period should be only 1 day so that the clicks can be measured within a short time after the advertisement is shown. In order to be able to evaluate the advertising precisely and immediately",3.5
290,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Because A/B Testing makes compare the results and behavior of users to move the advertising position directly. With a low risk compared to the position of advertising immediately,2.0
291,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity depends on the size of the group. For example, if you want to see the impact at a sub -level, it may require a higher granularity or the ability to store and process data such as high resolution levels, resulting in a large amount of data.

Attribution Period depends on the duration of the marketing team. And the amount of information you want to bring to the test",0.0
292,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason",High Granularity should be the number of clicks to advertise. Because it is a detailed behavior Suitable for observing that the position of the advertisement affects the advertisement or should not have a short Attribution Period because he wants to know the response from the user immediately when seeing the advertisement at that position.,0.0
293,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because the selection of advertisements can only be 1 (click) or 0 (not click), so use Binomial Distribution.",5.0
294,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The 50/50 model has the advantage of being able to collect all the data that you want to test quickly. The disadvantage is that there is a lot of risks. At a new position (B) will be a bad position And lose the click on the advertisement that should be obtained from the original 
As for the 80/20, the disadvantage is that it takes a long time to get the complete information. But the advantage is There is little risk Because we have a less B -sharing quantity for the user Therefore, if the B show is not good, it will not affect much.
Choose 80/20 because Attribution Period is quite short. Therefore, to collect all the data from choosing this, so it doesn't take too long. With less risks",5.0
295,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem",The 50/50 division will give results faster than 80/20. The 80/20 division will increase the risk of experiments. Think that can use 50/50 division because of the position of the advertisement Should not create problems for the system Makes it possible to get information from the experiment faster,4.0
296,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity in the Context of Setting the Attribution Period for A/B Testing Refers to the Level of Detail at Which The Data is Analyzed. For Hamtube, This Could Mean Looking at the Timing of Ad Clicks in Relation to the Ad Placement Changes to Understand The Granular Time Provides the most insightful data",0.0
297,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Agree because it is a change between antiques (old advertisements) and new items (new advertisements),1.0
298,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be at a sufficient level to provide effective information for decision making for Hamtube, a platform to watch online videos with many users. Dividing the test into groups that are large enough to see significant results. At the same time, Attribution Period should be the most suitable time to measure advertising results. Which may depend on the characteristics of the video and the attraction of the audience.",0.0
299,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Proportion 50/50
  strength
    1. Due to the same proportion Make the assumption test and effective results
    2. Can compare the results between the group directly.
  weakness
    1. If the results are not much different May make it difficult to tell than the changes that cause the results to change

Proportion 80/20
  strength
    1. The proportion that has changed is more. Makes the results more clear
    2. If we set the base that the change will affect the results. Will be able to reduce the experimental time
  weakness
    1. The proportion of both groups is not balanced. May make the results not reliable
    2. The analysis of the results from the experiment may be more difficult. Due to the proportion of the group that is not the same

In summary, 50/50 proportions are more appropriate. Because the results are more reliable And can be used more conveniently",1.0
300,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 If the new position advertisement is worse than the old advertisement Will negatively affect the original business rather than 80/20 proportions
But 50/50 will work for B faster than 80/20",4.5
301,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 will give results quickly But at risk of drooping 80/20 for a long time, causing less viewers",3.0
302,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree because only 2 cases are clicking with not clicking advertisements. And one of the User decisions will not affect other users as well.,5.0
303,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","A/B Testing can help Ham Taro to test whether advertising positions can affect the user click more or not. Without having to change a lot Just trying with some videos, it's easy to do, so you don't have to risk anything if changing the system in a big picture. All of which is done to obtain information about the decision to change the system again in the overall picture. Whether to change all or what to do",5.0
304,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because in the click of each advertisement of the user is an independent event, binomial is suitable for data in the form. Success/unsuccessful Which in clicking advertisements can be viewed in this way",5.0
305,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","80/20 because if the advertising in a new position is not good The use of 50/50 proportions will make people see more and may cause That sales decrease significantly. Therefore, if there is not much color, it should be used 80/20.",3.0
306,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree: Binomial Distribution is the right choice for measuring results with two status such as ""click"" or ""not clicking"". This experiment wants to know whether the change of advertising positions affects click or not, which is suitable for the situation that Binomial Distribution is used.",5.0
307,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Proportion 50/50
ข้อดี คือ ช่วยให้การทดสอบสมบูรณ์ และได้ข้อมูลมีคุณภาพ
ข้อเสีย คือ การทดสอบอาจไม่ได้รับข้อมูลที่เพียงพอสำหรับการตรวจสอบ Because the change has little impact

Proportion 80/20:
ข้อดี คือ การทดสอบจะมีผลกระทบมากขึ้นในกลุ่มที่เห็นตำแหน่งใหม่มากกว่า Which will help reduce the test time
The disadvantage is that the data is unbalanced. Makes it difficult to analyze the results And make the test unreliable

คิดว่า สัดส่วน 80/20 น่าจะเหมาะกับปัญหานี้มากกว่า เนื่องจาก การที่สัดส่วนมาก Will make the behavior of consumers express more clearly Allowing Ham Taro to know the market demand quickly Depending on the Attribution Period. Ham Taro can use 50/50 proportions, which will give better results.",1.0
308,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity is the id of those who watch the video. To follow how many users came to watch this video And how many times the advertisement
Attribution Period should be 7 days to know the true information about the advertisement.",0.0
309,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","A/B Testing is a Valuable Tool for Hamtaro to Experiment with Changes in Ad Placement. It Provides A Systematic and Controlled Way to Test Hypotheses, Ensuring that Decisions are based on Solid Evidence. The Insights Gaind from A/B Testing Can Guide Informed Decisions about Wheten Wheet The Changes Permanently Across the Platform.",1.5
310,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree because what Hamtaro wants to test is the test between the original advertising position (A) and the new advertising position (B) to test that Is the movement of the advertisement really increased sales? Therefore, doing A/B Testing by measurement of sales caused by the original advertisement. With a new advertising position by doing A/B Testing, it is appropriate.",1.0
311,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Ham Taro should use A/B Testing to test the transfer of advertising to increase sales. Because it is a comparison of the performance of two different variables Is the current advertising position And newly moved advertising positions The Ham Taro can test these two positions with different users. And see which advertising positions that result in increased sales with A/B Testing,1.0
312,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Using Binomial Distribution for A/B Testing is appropriate. If the test results are like a binary outcome, it means that there are only two results (such as clicking or not clicking), which is what happened in this advertisement test. If there are many categories or want to analyze other characteristics May require different statistical distribution.",5.0
313,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","The reason that Ham Taro should use A/B Testing to test the transfer of advertising in Hamtube:

Interesting business results: A/B Testing allows Hamtaro to measure the advertising position precisely. Whether increasing sales or increasing number of clicks Which is an important information for decision making in marketing

Improve the efficiency of advertising: A/B tests help the marketing team know which positions that advertise the user more click. And will help improve the advertisement to be as effective as possible

Reduce risk: Using A/B Testing helps reduce the risk of change without basic information or evidence. Allowing the marketing team to proceed according to the information obtained from the test

The adaptation of the target group: A/B Testing helps to know which position of the advertisement is most suitable for the Hamtube target audience, which can help adjust the marketing strategy to the needs of users.",5.0
314,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should use A/B Testing because of the movement of advertising positions and sales increase (Users click more advertisements). There are randomness involved.,0.5
315,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree, because Ham Taro wants to test between the original advertising position (A) and the new advertisement position (B) whether the transfer of the advertisement will increase sales or not, so the measurement of sales increase from the click on the original position and the new position by making A/B Testing is appropriate.",1.0
316,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Ham Taro should use A/B Testing to test where the positioning of the advertisement is. Will increase sales, which uses A/B Testing will help to find a conclusion Helps to test the changes in advertising positions on different target groups and help reduce the risk of advertising positions immediately.",2.0
317,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because using Binomial Distribution is suitable for this case because the results are only 2 things: user, press advertising and not pressing advertisements. รวมกันหลายๆครั้ง",5.0
318,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem",50/50 is more risky to users. But will get a faster result while 80/20 has less risk (in the case that users do not like) but will be slower Suggesting to choose 80/20 because there is a lot of Practical and much less risky,5.0
319,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Choose a HIT RATE, the ratio of advertising / number of advertising times. Because we think that we can really count whether each advertisement shows or not",2.0
320,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Number of users that Click/Number of users Viewing Ads on Hamtube
Attribution Period: 3 days because it is an appropriate time. Which makes it possible to know which position is the user press. If more than this, may not be sure which advertisement has influence",5.0
321,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree, because we Fix, the number of ADS and user shows, how many people A models are showing how many B show And want to find the click rate of each type, so we should use binomial",5.0
322,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be Weekly.
Attribution Period should be 7 days because it is suitable for the advertisement on Hamtube, which the buyer will decide quickly.",0.0
323,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity:
Should use the resolution level at the level of ""User-Level"" or user level To do this will help to measure and analyze the behavior of each user in detail.
Analysis at this level will increase the understanding of the methods that each user responds to advertisements. Which is important in evaluating the impact of advertising positions on click

Attribution Period (Limit period): Select the long Attribution Period, which is set to 30 days after clicking the ad.
Because: Determining the long Attribution Period allows us to collect more users' actions that click the advertisement. Which can allow us to see the impact of advertisements for longer times And keep the user's actions comprehensive By not missing important information that occurred after clicking the advertisement in a short period of time",0.0
324,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should be used because it can be seen before the change Can reduce the risk,1.5
325,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity is the number of users that click on the advertisement. The duration of Attribution Period should be 2-3 days because it depends on the behavior of the user. If too short, it may get too little information to the measure or if longer, it will make the user press.",3.5
326,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: User-Level
- Because the goal is to measure the reaction of the user to change the advertising position

Attribution Period: The right time may be between 1-2 weeks.
- Because the user may respond to advertisements after watching many times Or may take the time to decide to click the advertisement",0.0
327,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 Risk, but will get the results to make decisions faster
80/20 slower but not as risky

80/20 is more suitable because the advertising income is probably the main income of this platform should not be risky.",5.0
328,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity is the number of people who come to see this video. It doesn't have to be separated into a User ID, as each time of the user can be seen or not seeing the advertisement, using Metric as the number of advertisements clicking/the number of people visiting the video. Attribution Period should be 12 hours because the audience shouldn't sit and watch the clip for more than 12 hours. Looking continuously for a long time, not good for health ????)",5.0
