ID,set,question,answer,score
257,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50 ข้อดี: สามารถเก็บข้อมูลได้ครบตามปริมาณที่ต้องการทดสอบได้เร็ว
          ข้อเสีย: มีความเสี่ยงที่ตำแหน่งใหม่ที่เปลี่ยนไปวางโฆษณาจะเป็นตำแหน่งที่ทำให้ผู้ใช้สนใจน้อยลงมากจนเสียผลได้จากตำแหน่งเก่าไปมาก
80/20 ข้อดี: มีความเสี่ยงต่ำเพราะหากเกิดการสูญเสียหรือหรือผลลัพธ์ของแบบใหม่ออกมาไม่ได้
          ข้อเสีย: ใช้ระยะเวลาที่นานกว่าจะเก็บข้อมูลตัวอย่างได้มากพอที่กำหนดไว้
ขอเลือกเป็น 80/20 เนื่องจากเพื่อไม่ให้เสียผลประโยชน์มากเกินจนอาจจะพังได้เพื่อไม่ให้เสียผลประโยชน์มากเกินจนอาจจะพังได้และและและและช่วงเวลาและและ 7 วันวันดังนั้นเราจึงไม่ได้ใช้เวลานานมากนักจากการเก็บข้อมูลดังนั้นเราจึงไม่ได้ใช้เวลานานมากนักจากการเก็บข้อมูลดังนั้นเราจึงไม่ได้ใช้เวลานานมากนักจากการเก็บข้อมูล",5.0
258,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity เป็นจำนวนการคลิ๊กโฆษณา, ระยะเวลาการระบุแหล่งที่มาเป็นอย่างน้อย 1 เดือนเพราะต้องมีเวลามากพอในการเก็บข้อมูลใหม่เพื่อนำไปเปรียบเทียบกับข้อมูลเก่า",0.0
259,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity: จำนวนผู้ใช้ (แยกตามรหัสผู้ใช้) ที่คลิกโฆษณา / จำนวนผู้ใช้ที่เห็นโฆษณารูปแบบดังกล่าว
ระยะเวลาที่มา: 1 วัน
เหตุผล: เลือก granularity ดังกล่าวเพราะว่าเพื่อลดให้เข้าใจพฤติกรรมของผู้ใช้แต่ละคนจริงๆ (เช็คด้วยบัญชีละอนุมานว่าผู้ใช้ส่วนใหญ่มีบัญชีเดียว) และการเลือกระยะเวลาเป็น 1 วันก็เพราะถ้าหากเราเลือกน้อยโฆษณาเนื้อหาอาจจะมีผลกับข้อมูลที่ได้รับ (ผู้ใช้เลือกกดดูโฆษณาบางแบรนด์มากกว่า) แต่ถ้าหากมากกว่านี้อัตราการกดจะสูงเกินจริง (ทิ้งไว้นานผู้ใช้ก็จะกดโฆษณาสักตัวไม่ว่าจะเป็นเลย์เอาต์ไหน)",5.0
260,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,ความละเอียดเป็นฮิต/วันและระยะเวลาการระบุแหล่งที่มาเป็น 1 วันเพื่อให้สามารถวิเคราะห์ได้ว่าการย้ายโฆษณาส่งผลหรือไม่และไม่เป็นการทิ้งระยะเวลานานเกินไป,0.0
261,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,แฮมทาโร่ควรใช้ A/B การทดสอบเพราะเขามีตำแหน่งเดิมของโฆษณาใน hamtube อยู่แล้ว A/B ทดสอบที่มีสิ่งเดิม A/B ทดสอบเหมาะกับแพลตฟอร์มออนไลน์ที่สามารถปรับรูปแบบการวางตำแหน่งของโฆษณาในผู้ใช้ที่แตกต่างกันได้เหมาะกับแพลตฟอร์มออนไลน์ที่สามารถปรับรูปแบบการวางตำแหน่งของโฆษณาในผู้ใช้ที่แตกต่างกันได้,1.0
262,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,เห็นด้วย bernouli หลายรอบรอบรอบรอบรอบรอบรอบรอบรอบรอบ,5.0
263,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"สัดส่วน 50/50 ทำให้เราสามารถเก็บข้อมูลและเห็นความแตกต่างได้อย่างรวดเร็วทำให้เราสามารถเก็บข้อมูลและเห็นความแตกต่างได้อย่างรวดเร็ว
สัดส่วน 80/20 เนื่องจากมีแค่ 20% ของผู้ใช้ที่จะเจอตำแหน่งใหม่ 50/50
เลือกสัดส่วนแบบ 80/20 เพราะมีความเสี่ยงน้อยกว่า",5.0
264,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรใช้เพราะจะได้ทำการทดสอบว่าการย้ายตำแหน่งโฆษณานั้นมีผลกับยอดขายหรือไม่ 2 แยกกัน 11.11 หรือวันอื่นๆที่เลขวันและเดือนตรงกันผู้ใช้มีความสนใจต่อโฆษณามากขึ้นซึ่งอาจจะทำให้อัตราการกดวีดีโอมากขึ้นได้,3.0
265,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50 มีข้อดีที่ทำให้ได้ข้อมูลที่สมดุลและเร็วในการได้ผลลัพธ์แต่มีข้อเสียคือหากการเปลี่ยนแปลงมีผลกระทบที่ใหญ่หลวง, จะส่งผลต่อจำนวนผู้ใช้ที่มากขึ้น
80/20 มีข้อดีที่มีความเสี่ยงน้อยกว่าแต่การทดสอบโดยมีผลกระทบน้อยอาจทำให้ไม่สามารถจับภาพรวมการใช้งานของผู้ใช้ที่หลากหลายได้ดีนอกจากนี้ยังใช้เวลานานกว่าในการรวบรวมข้อมูลที่มีนัยสำคัญอาจไม่ได้ข้อมูลเพียงพอที่จะสร้างการวิเคราะห์ที่มีความน่าเชื่อถือ
แบบ 80/20 จะเหมาะสมกว่า hamtube ในกรณีที่ทำอะไรผิดพลาดจะได้รับความเสียหายที่น้อยกว่า",5.0
266,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"ควรเลือก 80/20 มากกว่า
โดย 50/50 จะได้ผลลัพธ์ที่รวดเร็วแต่เสี่ยงสูงเพราะการย้ายตำแหน่งไม่ดีก็จะเสียโอกาสการทำรายได้ไปเยอะ
80/20 แม้ใช้เวลานานแต่มีความแม่นยำสูง 80/20 มากกว่า",5.0
267,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity ควรเป็นต่อยอดการเห็นโฆษณาเนื่องจากว่าเนื่องจากว่าผู้ใช้ก็ควรที่จะคลิกที่โฆษณาบ่อยขึ้น
 ระยะเวลาการระบุแหล่งที่มาอาจเป็นระยะเวลาสั้นมากๆประมาณ 1 นาทีการเห็นโฆษณาแล้วคลิกซึ่งเป็นสิ่งที่เกิดขึ้นแบบรวดเร็วซึ่งเป็นสิ่งที่เกิดขึ้นแบบรวดเร็วการทดสอบเพื่อให้เห็นผลของการย้ายตำแหน่งจริงๆการทดสอบเพื่อให้เห็นผลของการย้ายตำแหน่งจริงๆจึงไม่ควรใช้เวลานานมากในแต่ละจึงไม่ควรใช้เวลานานมากในแต่ละจึงไม่ควรใช้เวลานานมากในแต่ละจึงไม่ควรใช้เวลานานมากในแต่ละจึงไม่ควรใช้เวลานานมากในแต่ละ",5.0
268,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity ควรเป็นจำนวนครั้งที่ผู้ใช้แต่ละคนเห็นโฆษณา
ระยะเวลาการระบุแหล่งที่มาเป็น 1 วัน 1 วันผู้ใช้ได้กดโฆษณาในตำแหน่งนั้นหรือไม่หรือไม่",0.5
269,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,เพราะปกติเเล้ว A/B ทดสอบไว้ใช้เพิ่มประสิทธิภาพแคมเปญการตลาดสำหรับกรณีนี้ hamtaro ต้องการทดสอบว่าต้องการทดสอบว่าการย้ายตำแหน่งของโฆษณามีผลต้อการเพิ่มยอดขายไหม,0.5
270,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"50/50
ข้อดี: ได้ข้อมูลครบอย่างรวดเร็วเพราะทั้งสองกลุ่มจะใช้เวลาเก็บตัวอย่างเท่า ๆ กัน
ข้อเสีย: 
1. มีความเสี่ยงต่อธุรกิจเนื่องจากหากทดลองสร้างผลกระทบทางลบจะทำให้ธุรกิจเสียหายมาก
2. เกิดอิสระได้ง่ายผู้ใช้เห็นความเปลี่ยนแปลงจำนวนมากผู้ใช้ 2 กลุ่มคุยกัน

80/20
ข้อดี: ความเสี่ยงต่ำ
ข้อเสีย: เก็บตัวอย่างกลุ่มเล็กได้ช้า

เลือก 80/20 เพราะระบบโฆษณาส่งผลต่อรายได้่ของธุรกิจมากจึงไม่ควรเสี่ยงเกินไป",5.0
271,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity เป็น userid ที่คลิกโฆษณา / จำนวน userid ทั้งหมดที่เห็นโฆษณา
ระยะเวลาที่มาควรเป็น 1 วันเพราะในแต่ละวันโฆษณาอาจจะต่างกัน",4.0
272,Q4,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่จะต้องเลือกว่าอยากให้สัดส่วนของผู้ใช้ที่เห็นโฆษณาตำแหน่งเก่าผู้ใช้ที่เห็นโฆษณาตำแหน่งใหม่เป็นเท่าไร 50/50 กับ 80/20 จงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบจงอธิบายข้อดีข้อเสียของการเลือกสัดส่วนแต่ละแบบและตอบว่าแบบใดที่น่าจะเหมาะสมกับปัญหานี้มากกว่า,"ข้อดี/ข้อเสีย
50/50
ข้อดี: ใช้เวลาน้อยในการเก็บตัวอย่างของกลุ่ม 2 กลุ่มที่เห็นโฆษณาตำแหน่งต่างกันให้ได้เท่ากัน
ข้อเสีย: ความเสี่ยงต่อยอดขายสูงเพราะเราไม่รู้ว่าแบบใหม่ที่นำไปใช้จะมีปัญหาอะไรที่กระทบกับยอดขายไหมความเสี่ยงต่อยอดขายสูงเพราะเราไม่รู้ว่าแบบใหม่ที่นำไปใช้จะมีปัญหาอะไรที่กระทบกับยอดขายไหม
80/20: 
ข้อดี: ความเสี่ยงน้อยกว่าแบบ 50:50 เพราะแบบใหม่มีโอกาสให้เห็นแค่ 20 
ข้อเสีย: ใช้เวลานานในเก็บจำนวนตัวอย่างของผู้ใช้ที่เห็นโฆษณาทั้งตำแหน่งใหม่และเก่าให้เท่ากัน

คิดว่า 80/20 เหมาะกว่าเพราะถึงจะใช้เวลานานในการเก็บแต่ความเสี่ยงที่จะเกิดปัญหาที่กระทบต่อยอดขายเดิมก็ลดตามไปด้วย",5.0
273,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"Granularity - ปานกลางถึงสูงการแบ่งข้อมูลตามกลุ่มผู้ใช้หรือวิดีโอที่แตกต่างกันอาจช่วยให้ทีมการตลาดเห็นภาพที่ชัดเจนเกี่ยวกับผลของการทดสอบ a/b เนื่องจาก hamtube เป็นแพลตฟอร์มที่มีผู้ใช้จำนวนมากปานกลางถึงสูง
ระยะเวลาที่มา - 2 ถึง 4 สัปดาห์เพื่อให้สามารถตรวจจับผลกระทบที่เกิดขึ้นทันทีและระยะเวลาไม่สั้นไม่ยาวเกินไป",0.0
274,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,"การเลือกใช้การกระจายแบบทวินามใน A/B การทดสอบเป็นทางเลือกที่เหมาะสมเมื่อมีผลลัพธ์ไบนารีเท่านั้นการกระจายแบบทวินามทำให้การคำนวณและการวิเคราะห์ผลลัพธ์เป็นไปอย่างมีประสิทธิภาพ, ถ้าการทดสอบ a/b มีความซับซ้อนมากขึ้นหรือมีหลายกลุ่มการกระจายอื่นอาจเหมาะสมกว่าอาจเหมาะสมกว่าการเลือกควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้นควรพิจารณาลักษณะและความซับซ้อนของการทดสอบเพื่อให้เหมาะสมกับสถานการณ์นั้น",3.0
275,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,ความละเอียดควรเป็นจำนวนผู้ใช้ที่กดโฆษณาเพราะแสดงถึงพฤติกรรมของผู้ใช้จริงระยะเวลาการระบุแหล่งที่มาควรเป็นประมาณ 1 วันเพราะไม่น้อยและไม่มากเกินไป,2.5
276,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,"ไม่ควร
การทดสอบ A/B ควรใช้การแจกแจงแบบปกติหรือการกระจาย t-distribution ซึ่งใช้ในการทดสอบเกี่ยวกับค่าเฉลี่ยของสองกลุ่มทดลอง",0.0
277,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรเพราะการย้ายตำแหน่งโฆษณาช่วงเวลาที่สำคัญสั้นๆการทดสอบผู้ใช้ได้ไม่ยากและเหมาะสม a/b ทดสอบเหมาะสมเหมาะสม,2.0
278,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรใช้ทางเลือกทางเลือกว่าการย้ายตำแหน่งโฆษณาจะส่งผลต่อยอดขายหรือไม่ a หรือ b ซึ่งเป็นลักษณะสำคัญของ ab ทดสอบ,1.0
279,Q2,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B ความละเอียดควรเป็นอะไรระยะเวลาการระบุแหล่งที่มาควรเป็นเท่าไหร่จงอธิบายเหตุผล,"ระดับความละเอียดควรเป็นระดับเซสชันเพื่อวัดปฏิสัมพันธ์ของผู้ใช้ในแต่ละครั้งที่เข้าใช้งานที่มีประโยชน์ในการเข้าใจว่าการเปลี่ยนแปลงตำแหน่งโฆษณามีผลอย่างไรต่อการกระทำของผู้ใช้ในแต่ละเซสชั่นที่มีประโยชน์ในการเข้าใจว่าการเปลี่ยนแปลงตำแหน่งโฆษณามีผลอย่างไรต่อการกระทำของผู้ใช้ในแต่ละเซสชั่น
ความยาวของระยะเวลาการระบุแหล่งที่มาคือระยะเวลาในการติดตามผู้ใช้นึง 1-4 สัปดาห์เพื่อวัดผลกระทบของการเปลี่ยนแปลงโฆษณาต่อพฤติกรรมผู้ใช้ในระยะยาวเพื่อวัดผลกระทบของการเปลี่ยนแปลงโฆษณาต่อพฤติกรรมผู้ใช้ในระยะยาว",0.0
280,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,เห็นด้วย A/B ทดสอบนี้ binary นอกจากนี้การใช้การกระจายแบบทวินามยังทำให้สามารถทดสอบสมมติฐานได้ง่ายอีกด้วยยังทำให้สามารถทดสอบสมมติฐานได้ง่ายอีกด้วย,5.0
281,Q1,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B อธิบายเหตุผลที่แฮมทาโร่ควรใช้ A/B ทดสอบในการทดสอบพร้อมกับอธิบายเหตุผลพร้อมกับอธิบายเหตุผล,ควรใช้ A/B ทดสอบจะได้สามารถเป็นผลจากการเปลี่ยนตำแหน่งโฆษณากับแบบเก่าได้อย่างชัดเจนในช่วงเวลาเดียวกันลดความเสี่ยงในการดำเนินการเปลี่ยนแปลงไปใช้ระบบใหม่ลดความเสี่ยงในการดำเนินการเปลี่ยนแปลงไปใช้ระบบใหม่,2.0
282,Q3,Hamtube เป็นแพลตฟอร์มดูวีดีโอออนไลน์แชร์และดูวิดีโอได้ hamtube และเขาต้องการทราบว่าการย้ายตำแหน่งของโฆษณาจะช่วยเพิ่มยอดขาย (ผู้ใช้คลิกโฆษณามากขึ้น) หรือไม่การทดสอบ A/B แฮมทาโร่เลือกที่จะใช้การกระจายแบบทวินามเพื่อแทนการกระจายของการทำ A/B ทดสอบในครั้งนี้เพราะเหตุใดเพราะเหตุใด,ไม่เห็นด้วยเนื่องจากโอกาสที่แต่ละคนที่เข้ามามีความแปรปรวนสูงและเราต้องการวัดว่าอัตราการคลิกโฆษณาสูงขึ้นมั้ยจึงควรใช้การกระจายของเบอร์นูลลีดีกว่า,1.0
